0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
-1.1832643190095704,1.740711884579807,0.24756026524919386,-1.4856360228316674,-1.3334455798783686,0.28068721430091254,-1.9445846633324395,-0.10277830677780359,0.3821314095492771,-0.20433649835004716,-0.03602857411853984,-0.016636094717243356,0.017849231244335007,-0.03689816552512514,-0.05582389496313621,-0.0024028736689945653,-0.03138754087100464,-0.043263293178699265,-0.10738270010437628,-0.03396137210652209
0.9883134467763911,-0.7355640924723702,0.8118179193270114,-0.028975046838899024,0.09219804381345159,0.411013807786163,-0.0717605397092913,0.2600976759060992,-0.0861836787292524,-0.0815592809632762,0.009966010308335745,-0.013927903567864894,-0.019265670141626886,0.007091998395709821,-0.00333322498632723,-0.00616210011981734,-0.00011962500205437164,0.0001716266719516156,-0.007443997782727401,0.0019821732114252894
1.5797213728284152,1.7844075195197076,-0.8400344048896832,-1.101934332564242,-0.645637805419503,-0.5929465168840817,-0.041386385751580934,0.4107177446324945,-0.10896674499064872,-0.038205535199553636,0.007972165463363955,-0.021831240925126498,0.011126713668731554,-0.012750183953515709,-0.025190174807864552,-0.0074531412343563554,0.007263548831231937,-0.009447193188601728,-0.07590647817687618,-0.0017536134376516545
-0.39670053036452335,1.161199220974383,0.22900567781051354,1.317253680506683,-0.7870913907911837,0.3418422227632029,-0.9447019066379928,-0.19594745422429025,0.031593758317153706,0.3352823308488094,-0.016547378267926963,-0.027809660607051142,0.025289727321860148,-0.013148346060021415,-0.025631385506258177,0.000568727819675436,0.0008288681941451562,-0.052238798388828736,-0.029423984375725708,-0.022878309086184694
-0.45033178751386,0.22957440913027471,-0.4549361975628671,1.3346349318961028,-0.023631229932055204,0.23496678621420064,-0.5601078968776368,-0.02230759675825061,-0.030361116099196735,0.31757910420262025,-0.010079611663256098,-0.01637177872935883,0.008783641369476172,-0.005802151650393236,-0.008316509501210025,0.0004534039594189868,0.0030436046655630375,-0.031143540978641943,0.0033439702265262877,-0.01014345161986262
-2.8704151138397784,0.3536224924820415,-0.46828670576274684,-0.24403631638991102,-0.4025688275282631,1.1593319732280132,-0.5845462721780006,0.5226527557130393,0.27096192322852286,-0.2145965915638941,-0.11890280209524658,-0.024931459504816806,-0.043734135075511986,-0.07761564048715268,-0.031164929099405568,0.005526748716924072,-0.009139463267072564,-0.016304820839410213,-0.11362143410031131,-0.043418836511292684
-0.35474080063872404,0.6672196283271027,1.426050730167659,0.4460423067395281,-0.3368650051987554,-0.8451068233332999,0.15414515666269904,0.34499688423506397,-0.09804713455224508,0.32291990724376374,0.014805882712402074,-0.019213952287234215,0.019858725389574824,-0.012707875032610854,-0.012142687775733803,-0.004236767026017882,0.013826051837114281,-0.028342758368708285,0.004104452684016926,-0.008540436812126464
1.0719037911859108,-0.5898208526202375,-1.351508897844066,0.07072796016504777,-0.05022631242533612,0.5047765261020057,-0.16103125782370978,0.27227335089168414,-0.10046203219508355,-0.07279552718602011,-0.004811007345186388,-0.008450910525069012,-0.01851505506380131,0.0063279018917686,-0.005218541369113792,-0.0030482446327396782,-0.0032523649932282997,0.0022036845058438404,-0.02075390668479248,0.0037797576409201446
1.2240337052816745,-0.4892890389707142,1.5573365147505431,-0.6629021759000707,0.12100997360906887,0.3249998513671111,-0.2192066298974986,0.24768967665363092,-0.05998279539417597,-0.07895033404378055,0.01748548582795884,-0.01485622186729155,-0.01797081789425909,0.0037763915315077046,-0.008756175275495437,-0.008625354976887935,-0.003041119433725905,-0.0016797968068589869,-0.01150254079630596,0.0007106141086805283
0.06620204548594688,-0.6546450590692454,-1.083133055820447,-0.43599414388914504,-0.006653062759128598,0.12113503795026644,-0.16265451005308504,-1.107665793201139,-0.34705047501934666,0.2937714834502761,0.016997536518995476,0.005254790575956763,0.003297863505171738,0.01461696837025003,-0.0073632422130444864,-0.0013321720118445088,-0.007778226925310305,-0.009552738093749078,0.010513822032066775,-0.014843530664130107
